epoch loss_VAE loss_MDVAE loss_SI loss_LI loss_AC loss_SC loss_C
1 3.131195306777954 3.131195306777954 nan nan nan nan nan
2 2.955376625061035 2.955376625061035 nan nan nan nan nan
3 2.9158105850219727 2.9158105850219727 nan nan nan nan nan
4 2.880491018295288 2.880491018295288 nan nan nan nan nan
5 2.8735361099243164 2.8735361099243164 nan nan nan nan nan
6 2.858363389968872 2.858363389968872 nan nan nan nan nan
7 2.8666470050811768 2.8666470050811768 nan nan nan nan nan
8 2.850656270980835 2.850656270980835 nan nan nan nan nan
9 2.84084415435791 2.84084415435791 nan nan nan nan nan
10 2.8573765754699707 2.8573765754699707 nan nan nan nan nan
11 2.8534507751464844 2.8534507751464844 nan nan nan nan nan
12 2.8511080741882324 2.8511080741882324 nan nan nan nan nan
13 2.843003749847412 2.843003749847412 nan nan nan nan nan
14 2.848921775817871 2.848921775817871 nan nan nan nan nan
15 2.8372550010681152 2.8372550010681152 nan nan nan nan nan
16 2.8384079933166504 2.8384079933166504 nan nan nan nan nan
17 2.812476396560669 2.812476396560669 nan nan nan nan nan
18 2.8644561767578125 2.8644561767578125 nan nan nan nan nan
19 2.8273322582244873 2.8273322582244873 nan nan nan nan nan
20 2.844114065170288 2.844114065170288 nan nan nan nan nan
21 2.828794240951538 2.828794240951538 nan nan nan nan nan
22 2.853590726852417 2.853590726852417 nan nan nan nan nan
23 2.838320732116699 2.838320732116699 nan nan nan nan nan
24 2.8430709838867188 2.8430709838867188 nan nan nan nan nan
25 2.832976818084717 2.832976818084717 nan nan nan nan nan
26 2.817448377609253 2.817448377609253 nan nan nan nan nan
27 2.8456199169158936 2.8456199169158936 nan nan nan nan nan
28 2.8468844890594482 2.8468844890594482 nan nan nan nan nan
29 2.8409314155578613 2.8409314155578613 nan nan nan nan nan
30 2.8481101989746094 2.8481101989746094 nan nan nan nan nan
31 2.8254778385162354 2.8254778385162354 nan nan nan nan nan
32 2.8448121547698975 2.8448121547698975 nan nan nan nan nan
33 2.8310434818267822 2.8310434818267822 nan nan nan nan nan
34 2.8241426944732666 2.8241426944732666 nan nan nan nan nan
35 2.850328207015991 2.850328207015991 nan nan nan nan nan
36 2.8311591148376465 2.8311591148376465 nan nan nan nan nan
37 2.8242506980895996 2.8242506980895996 nan nan nan nan nan
38 2.823418140411377 2.823418140411377 nan nan nan nan nan
39 2.84096097946167 2.84096097946167 nan nan nan nan nan
40 2.82586932182312 2.82586932182312 nan nan nan nan nan
41 2.8064539432525635 2.8064539432525635 nan nan nan nan nan
42 2.8346643447875977 2.8346643447875977 nan nan nan nan nan
43 2.832448720932007 2.832448720932007 nan nan nan nan nan
44 2.8331146240234375 2.8331146240234375 nan nan nan nan nan
45 2.820509672164917 2.820509672164917 nan nan nan nan nan
46 2.8206069469451904 2.8206069469451904 nan nan nan nan nan
47 2.83498477935791 2.83498477935791 nan nan nan nan nan
48 2.8357865810394287 2.8357865810394287 nan nan nan nan nan
49 2.8212966918945312 2.8212966918945312 nan nan nan nan nan
50 2.8432891368865967 2.8432891368865967 nan nan nan nan nan
51 2.8297102451324463 2.8297102451324463 nan nan nan nan nan
52 2.8237156867980957 2.8237156867980957 nan nan nan nan nan
53 2.837540626525879 2.837540626525879 nan nan nan nan nan
54 2.826930046081543 2.826930046081543 nan nan nan nan nan
55 2.8257906436920166 2.8257906436920166 nan nan nan nan nan
56 2.815654993057251 2.815654993057251 nan nan nan nan nan
57 2.82401442527771 2.82401442527771 nan nan nan nan nan
58 2.8204870223999023 2.8204870223999023 nan nan nan nan nan
59 2.823920249938965 2.823920249938965 nan nan nan nan nan
60 2.819948434829712 2.819948434829712 nan nan nan nan nan
61 2.825150966644287 2.825150966644287 nan nan nan nan nan
62 2.81988787651062 2.81988787651062 nan nan nan nan nan
63 2.804168939590454 2.804168939590454 nan nan nan nan nan
64 2.8033180236816406 2.8033180236816406 nan nan nan nan nan
65 2.8317036628723145 2.8317036628723145 nan nan nan nan nan
66 2.8314735889434814 2.8314735889434814 nan nan nan nan nan
67 2.8304097652435303 2.8304097652435303 nan nan nan nan nan
68 2.814429521560669 2.814429521560669 nan nan nan nan nan
69 2.824230432510376 2.824230432510376 nan nan nan nan nan
70 2.822324752807617 2.822324752807617 nan nan nan nan nan
71 2.8297922611236572 2.8297922611236572 nan nan nan nan nan
